4, 769, 0.21100000000000016
11, 773, 0.21800000000000017
13, 776, 0.2460000000000002
15, 783, 0.2900000000000002
15, 773, 0.1450000000000001
16, 784, 0.17800000000000013
17, 784, 0.1480000000000001
18, 786, 0.1460000000000001
24, 776, 0.23200000000000018
26, 784, 0.1430000000000001
29, 770, 0.2940000000000002
29, 789, 0.1500000000000001
30, 774, 0.21100000000000016
30, 769, 0.10700000000000008
35, 780, 0.10800000000000008
35, 769, 0.11800000000000009
35, 773, 0.1440000000000001
36, 792, 0.3940000000000003
37, 793, 0.2750000000000002
38, 789, 0.23100000000000018
38, 769, 0.11400000000000009
41, 774, 0.21500000000000016
41, 786, 0.05400000000000004
41, 780, 0.10600000000000008
41, 799, 0.06500000000000004
42, 800, 0.4110000000000003
42, 798, 0.1320000000000001
42, 807, 0.07400000000000005
42, 769, 0.04100000000000003
42, 804, 0.05000000000000004
43, 794, 0.1370000000000001
43, 778, 0.25200000000000017
44, 770, 0.2810000000000002
44, 794, 0.1560000000000001
45, 801, 0.4180000000000003
45, 795, 0.1290000000000001
46, 784, 0.1420000000000001
47, 809, 0.2930000000000002
49, 785, 0.3120000000000002
50, 805, 0.6030000000000004
50, 792, 0.21800000000000017
51, 797, 0.33300000000000024
51, 780, 0.1360000000000001
51, 784, 0.04300000000000003
51, 786, 0.04100000000000003
52, 810, 0.1460000000000001
52, 799, 0.10300000000000008
52, 774, 0.20900000000000016
53, 786, 0.11400000000000009
53, 807, 0.2570000000000002
55, 799, 0.05400000000000004
55, 773, 0.08200000000000006
55, 821, 0.1520000000000001
55, 810, 0.08300000000000006
55, 794, 0.12500000000000008
56, 799, 0.09000000000000007
56, 810, 0.1450000000000001
56, 824, 0.07800000000000006
56, 821, 0.1440000000000001
57, 816, 0.21400000000000016
57, 809, 0.18700000000000014
57, 793, 0.16100000000000012
58, 793, 0.060000000000000046
58, 806, 0.1390000000000001
58, 778, 0.1590000000000001
58, 776, 0.1500000000000001
58, 782, 0.07100000000000005
59, 823, 0.2980000000000002
59, 807, 0.07700000000000005
59, 817, 0.21600000000000016
59, 798, 0.09800000000000007
59, 811, 0.07500000000000005
60, 806, 0.12000000000000009
60, 769, 0.047000000000000035
60, 827, 0.1310000000000001
60, 782, 0.09100000000000007
60, 793, 0.060000000000000046
60, 776, 0.10200000000000008
61, 786, 0.1410000000000001
62, 769, 0.11500000000000009
62, 788, 0.33600000000000024
63, 799, 0.035000000000000024
63, 785, 0.19700000000000015
63, 812, 0.09300000000000007
63, 789, 0.06200000000000005
63, 810, 0.04400000000000003
63, 821, 0.08100000000000006
63, 795, 0.05500000000000004
63, 804, 0.04200000000000003
63, 824, 0.03000000000000002
64, 832, 0.10200000000000008
64, 783, 0.2480000000000002
64, 795, 0.09000000000000007
64, 784, 0.03800000000000003
68, 773, 0.08700000000000006
68, 776, 0.1330000000000001
68, 825, 0.1510000000000001
68, 824, 0.1240000000000001
68, 799, 0.06300000000000004
69, 774, 0.09700000000000007
69, 810, 0.07500000000000005
69, 821, 0.11700000000000009
69, 799, 0.059000000000000045
69, 825, 0.10800000000000008
69, 832, 0.03300000000000002
69, 824, 0.058000000000000045
70, 794, 0.23700000000000018
70, 804, 0.17100000000000012
71, 804, 0.1550000000000001
71, 780, 0.16200000000000012
71, 807, 0.1490000000000001
73, 781, 0.5350000000000004
76, 833, 0.18500000000000014
76, 812, 0.11400000000000009
76, 837, 0.057000000000000044
76, 784, 0.024000000000000014
76, 783, 0.21000000000000016
76, 832, 0.060000000000000046
76, 799, 0.037000000000000026
77, 831, 0.07900000000000006
77, 815, 0.1560000000000001
77, 775, 0.2920000000000002
77, 830, 0.017000000000000008
77, 788, 0.09700000000000007
77, 822, 0.05200000000000004
77, 798, 0.03200000000000002
77, 825, 0.04100000000000003
77, 838, 0.059000000000000045
77, 786, 0.013000000000000005
77, 784, 0.012000000000000004
77, 832, 0.006
78, 811, 0.05500000000000004
78, 828, 0.18000000000000013
78, 770, 0.10400000000000008
78, 798, 0.06300000000000004
78, 780, 0.03800000000000003
78, 817, 0.19500000000000015
78, 807, 0.05300000000000004
78, 804, 0.05200000000000004
80, 775, 0.2910000000000002
